customer_id,first_name,last_name,email,phone,city,state,country,age,gender,signup_date,segment,prime_member,total_spent,total_orders
381,Claire,Morris,claire.morris455@yahoo.com,8280153705,Tucson,AZ,USA,22,Female,"November 11, 2023",VIP,Yes,16177.23,68
382,Isabella,Nguyen,isabella.nguyen743@gmail.com,9550296615,Montreal,QC,Canada,68,Female,04/25/2021,Returning,No,1851.74,62
383,Nicholas,Edwards,nicholas.edwards265@icloud.com,5065761112,Chicago,IL,USA,69,Female,31-Aug-2021,At-Risk,Yes,15919.06,3
384,Emma,King,emma.king892@icloud.com,4247717111,Munich,BY,Germany,N/A,Male,"December 26, 2019",VIP,Yes,15216.03,15
385,Caroline,Johnson,caroline.johnson802@icloud.com,(537) 719-2100,Fort Worth,TX,USA,69,Female,07/03/2021,VIP,No,11401.65,5
386,Eliana,Harris,eliana.harris928@yahoo.com,(688) 675-2610,Houston,TX,USA,55,Female,06/24/2021,At-Risk,Yes,10743.89,14
387,Skylar,Bennett,skylar.bennett1@outlook.com,+1-744-454-6589,Berlin,BE,Germany,66,Female,"October 27, 2021",Churned,Yes,11762.66,20
388,Henry,Edwards,henry.edwards843@yahoo.com,(527) 984-9690,San Antonio,TX,USA,72,Female,"October 25, 2020",Loyal,Yes,24528.86,83
389,Avery,King,avery.king311@outlook.com,,El Paso,TX,USA,,f,12/25/2020,VIP,No,6398.23,47
390,Bella,Gomez,bella.gomez633@icloud.com,+1-999-875-7390,Seattle,WA,USA,21,Male,"September 24, 2021",Churned,Yes,2775.77,17
391,Madelyn,Turner,madelyn.turner604@outlook.com,(981) 876-5271,Birmingham,ENG,UK,41,Female,19-Nov-2023,VIP,No,5692.06,46
392,David,RICHARDSON,david.richardson123@aol.com,6364551216,Portland,OR,USA,58,Male,07-Jun-2023,Loyal,Yes,19514.71,68
393,Claire,Morris,claire.morris770@gmail.com,+1-863-789-6567,Milwaukee,WI,USA,43,Non-binary,"February 23, 2023",Loyal,Yes,213.45,41
394,Jordan,Jenkins,jordan.jenkins682@yahoo.com,+1-411-515-3975,Sydney,NSW,Australia,52,Male,2022-05-17,Churned,Yes,16454.18,25
395,Sofia,Jenkins,sofia.jenkins921@hotmail.com,+1-608-403-4369,,KY,USA,55,Non-binary,07/27/2023,VIP,No,18516.05,45
396,Mia,Rogers,aaliyah.taylor17@yahoo.com,4800326574,Baltimore,MD,USA,38,Male,29-Nov-2023,VIP,Yes,3198.71,19
397,Cameron,Clark,cameron.clark381@icloud.com,7862922452,Austin,TX,USA,19,Male,06-Apr-2021,Loyal,Yes,22839.42,5
398,Abigail,Lee,abigail.lee229@gmail.com,9975392090,Phoenix,AZ,USA,60,Male,20-Sep-2019,Loyal,Yes,12868.35,18
399,Penelope,Torres,penelope.torres232@outlook.com,(732) 729-5370,Nashville,TN,USA,69,Female,2022-04-01,VIP,Yes,3573.86,4
400,Emma,Howard,emma.howard193@aol.com,6800996593,Sydney,NSW,Australia,49,Non-binary,02-Jan-2024,Returning,Yes,19081.73,33
401,Brooklyn,Taylor,brooklyn.taylor850@gmail.com,(766) 284-9269,Denver,CO,USA,40,Non-binary,N/A,Loyal,Yes,13126.13,68
402,Audrey,Perez,audrey.perez170@aol.com,+1-485-250-7567,Munich,BY,Germany,64,male,"May 12, 2021",VIP,Yes,23076.3,78
403,Harper,Jackson,harper.jackson996@yahoo.com,(558) 272-4707,Austin,TX,USA,N/A,Non-binary,08-Oct-2022,Returning,Yes,11777.73,84
404,Adrian,Flores,adrian.flores773@aol.com,(461) 315-8643,Seattle,WA,USA,72,Female,06-Dec-2021,Returning,No,2629.75,35
405,Caroline,Morgan,caroline.morgan258@outlook.com,+1-306-999-8993,San Antonio,TX,USA,N/A,Non-binary,"February 08, 2021",Returning,Yes,24168.24,30
406,Layla,PHILLIPS,layla.phillips663@hotmail.com,000-000-0000,Sydney,NSW,Australia,64,Female,"July 22, 2019",At-Risk,No,8601.24,31
407,Ellie,Bennett,ellie.bennett215@icloud.com,(999) 376-9189,Birmingham,ENG,UK,23,Female,2020-10-10,Loyal,No,5053.73,62
408,Landon,Lee,landon.lee115@yahoo.com,+1-277-403-2529,Montreal,QC,Canada,27,Male,"February 17, 2024",Returning,No,2590.65,37
409,Sebastian,Edwards,sebastian.edwards159@aol.com,(451) 431-8214,Los Angeles,CA,USA,53,Non-binary,"October 23, 2023",Loyal,Yes,9990.42,73
410,Jeremiah,Campbell,jeremiah.campbell380@outlook.com,+1-792-331-2583,Indianapolis,IN,USA,70,Non-binary,21-Dec-2022,Churned,No,24412.33,28
411,Anna,Edwards,aubrey.cox795@yahoo.com,+1-266-936-5523,Birmingham,ENG,UK,66,Female,"February 26, 2019",VIP,Yes,13459.89,38
412,Gabriel,Jackson,gabriel.jackson601@outlook.com,+1-947-365-4188,Munich,BY,Germany,19,Female,05/04/2023,Churned,No,14350.07,49
413,Aria,White,aria.white725@hotmail.com,+1-969-296-9583,Vancouver,BC,Canada,24,m,2019-05-05,New,n,7656.6,72
414,Michael,Bennett,michael.bennett224@outlook.com,(923) 990-3908,San Jose,CA,USA,61,Female,12-Jul-2023,Loyal,No,4828.99,19
415,Caleb,Bell,caleb.bell967@gmail.com,(702) 392-7623,Phoenix,AZ,USA,59,Female,"September 20, 2022",Loyal,Yes,7323.98,80
416,Olivia,Rivera,olivia.rivera625@hotmail.com,7614036903,Denver,CO,USA,,Female,2023-02-22,VIP,No,21842.63,65
417,Ellie,Garcia,ellie.garcia973@yahoo.com,(855) 827-1255,Oklahoma City,OK,USA,42,Female,27-Jan-2024,Returning,Yes,14968.79,79
418,Claire,Foster,claire.foster210@aol.com,9802772897,Seattle,,USA,62,M,"March 27, 2019",Returning,No,1662.51,68
419,Hannah,Sanders,hannah.sanders550@outlook.com,(406) 288-9158,Sydney,NSW,Australia,66,Male,"April 13, 2020",Loyal,No,3568.97,76
420,Michael,Jenkins,michael.jenkins583@gmail.com,(673) 405-1924,El Paso,TX,USA,,Male,"July 08, 2022",Loyal,Yes,4027.45,70
421,Gabriel,Peterson,gabriel.peterson174@aol.com,+1-596-987-2960,,TN,USA,,Non-binary,2019-03-14,At-Risk,No,11241.78,30
422,Caroline,Flores,caroline.flores466@icloud.com,7875850669,Charlotte,NC,USA,26,Male,04/20/2021,Returning,No,11514.54,57
423,Riley,Cruz,riley.cruz211@yahoo.com,(833) 572-8591,Fort Worth,TX,USA,46,Male,2021-03-15,Loyal,Yes,5429.45,70
424,Nora,WHITE,nora.white212@hotmail.com,(359) 856-7584,Jacksonville,FL,USA,66,Non-binary,"November 13, 2023",New,Yes,2143.75,1
425,Mia,Green,mia.green762@yahoo.com,+1-379-496-5968,Nashville,TN,USA,25,Non-binary,11/24/2019,Returning,Yes,15717.06,35
426,Caleb,Jackson,caleb.jackson41@yahoo.com,(571) 651-3979,Toronto,ON,uk,37,Female,12/21/2023,Returning,No,4928.3,81
427,Lucas,Rivera,lucas.rivera17@icloud.com,+1-526-370-1852,Baltimore,MD,USA,,Female,"September 19, 2020",Churned,Yes,21801.0,79
428,Elizabeth,NGUYEN,elizabeth.nguyen689@outlook.com,6863363816,El Paso,TX,USA,23,Male,"July 30, 2020",Returning,NO,20155.67,13
429,Claire,Walker,luke.nguyen544@hotmail.com,,El Paso,TX,USA,63,f,2020-02-13,VIP,No,1985.3,41
430,Jeremiah,Cook,jeremiah.cook295@aol.com,(402) 469-3357,Houston,TX,USA,32,Female,21-Jan-2020,Loyal,No,12666.36,36
431,aiden,Cooper,aiden.cooper700@outlook.com,N/A,Austin,TX,USA,56,Male,14-Oct-2020,Churned,No,20274.13,47
432,Eliana,Harris,eliana.harris708@outlook.com,(612) 674-8608,Tucson,AZ,USA,58,Female,24-Nov-2023,New,No,22634.06,19
433,Dylan,Nguyen,dylan.nguyen23@hotmail.com,(394) 698-9177,Nashville,TN,USA,27,Female,"May 18, 2019",Loyal,No,12262.67,39
434,Anna,Parker,anna.parker543@outlook.com,+1-627-452-4431,Memphis,TN,USA,48,Male,23-Apr-2020,Loyal,No,4859.44,16
435,Avery,Foster,avery.foster840@yahoo.com,+1-283-741-9043,Toronto,ON,Canada,68,Male,"June 28, 2020",Churned,Yes,11843.67,28
436,Violet,Gomez,violet.gomez328@hotmail.com,+1-262-953-4193,Berlin,BE,Germany,70,Male,"August 01, 2020",VIP,Yes,720.53,82
437,Ethan,Stewart,ethan.stewart609@hotmail.com,6994622163,San Antonio,TX,USA,64,Female,02/05/2022,Returning,No,4449.96,78
438,Ryan,Russell,ryan.russell58@aol.com,3009375725,Dallas,TX,USA,21,Non-binary,"December 04, 2020",Returning,Yes,20571.15,26
439,Scarlett,Robinson,scarlett.robinson572@gmail.com,000-000-0000,Charlotte,NC,USA,20,Female,"October 05, 2021",VIP,No,178.81,10
440,Abigail,Phillips,abigail.phillips938@aol.com,3436605335,Denver,CO,USA,25,Male,"July 13, 2021",Returning,Yes,5003.57,72
441,Sofia,Cox,sofia.cox56@aol.com,+1-385-541-4380,Sydney,NSW,Australia,56,Female,"March 06, 2021",Loyal,Yes,19875.08,85
442,James,Brown,james.brown970@outlook.com,7219710850,Nashville,TN,USA,37,Female,2022-08-31,VIP,No,18606.51,3
443,Alexander,Lopez,alexander.lopez908@icloud.com,,Seattle,WA,USA,18,Non-binary,"June 04, 2021",Returning,Yes,17747.54,61
444,Michael,Walker,michael.walker666@gmail.com,3230581614,Milwaukee,WI,USA,52,Female,20-Jan-2022,Churned,Yes,10044.48,59
445,Jordan,Russell,jordan.russell418@outlook.com,8231004315,Philadelphia,PA,USA,52,Female,11/03/2021,Loyal,Yes,20617.14,50
446,christopher,Bailey,christopher.bailey5@outlook.com,9438259293,Austin,TX,USA,24,Female,"March 24, 2020",Loyal,No,22380.86,24
447,Charlotte,COOK,charlotte.cook973@outlook.com,+1-323-412-4042,Portland,OR,USA,45,Male,"May 27, 2019",New,Yes,8579.24,47
448,Violet,BENNETT,violet.bennett504@gmail.com,+1-632-905-6751,,NV,USA,,Male,"October 01, 2021",VIP,Yes,18106.97,80
449,Aiden,RICHARDSON,aiden.richardson318@icloud.com,+1-714-385-8588,Albuquerque,NM,U.S.A,25,Non-binary,2021-03-05,Loyal,Yes,995.41,76
450,Sophia,Sanchez,sophia.sanchez397@aol.com,(548) 899-9083,Jacksonville,FL,USA,41,m,2019-09-28,Churned,Yes,10465.61,4
451,Benjamin,Lopez,benjamin.lopez367@hotmail.com,4854611162,Indianapolis,IN,USA,25,F,09/05/2021,,No,17536.85,1
452,Audrey,Cruz,audrey.cruz311@yahoo.com,(686) 689-8843,Indianapolis,IN,USA,22,Female,10/27/2019,Returning,Yes,15673.52,52
453,scarlett,Turner,scarlett.turner892@outlook.com,+1-330-690-9348,Los Angeles,CA,USA,51,Male,11/21/2023,Returning,Yes,10432.91,71
454,Connor,Garcia,connor.garcia476@aol.com,(515) 681-9379,El Paso,TX,USA,57,Male,17-Nov-2022,At-Risk,Yes,14860.85,29
455,Ryan,Harris,ryan.harris846@outlook.com,9740580852,Baltimore,MD,USA,47,Non-binary,30-Dec-2022,Returning,Yes,15964.88,26
456,Connor,Cook,connor.cook735@outlook.com,9787267586,Tucson,AZ,USA,44,Female,15-Mar-2024,Returning,No,14881.79,60
457,Amelia,Campbell,amelia.campbell43@gmail.com,000-000-0000,Birmingham,ENG,UK,32,Female,02-Jul-2022,Loyal,Yes,8838.79,30
458,Sebastian,Perez,sebastian.perez209@icloud.com,(476) 697-3040,Austin,TX,USA,18,Female,01/01/2024,Returning,Yes,21239.74,57
459,Taylor,Edwards,taylor.edwards394@icloud.com,3470118935,Los Angeles,CA,USA,56,Female,05/27/2022,Returning,Yes,8831.64,35
460,Cameron,Nguyen,cameron.nguyen577@yahoo.com,(553) 568-7241,Phoenix,AZ,USA,34,Female,06/14/2021,VIP,No,12929.24,67
461,Luke,Miller,luke.miller938@yahoo.com,6903280838,Birmingham,ENG,UK,57,Male,12/08/2019,Loyal,No,23550.4,21
462,taylor,Martinez,taylor.martinez837@yahoo.com,(746) 391-5024,Tucson,AZ,USA,28,Male,2021-10-22,Loyal,Yes,20857.0,73
463,Jeremiah,Anderson,jeremiah.anderson621@gmail.com,+1-943-613-9602,Louisville,KY,USA,51,Female,"April 15, 2024",Loyal,Yes,5172.33,76
464,Gabriel,Carter,gabriel.carter323@hotmail.com,(660) 804-3291,Los Angeles,CA,USA,63,Female,"January 25, 2024",VIP,No,23990.46,31
465,chloe,Mitchell,chloe.mitchell396@aol.com,(688) 241-8855,Phoenix,AZ,USA,53,m,01/23/2019,VIP,Yes,603.5,51
466,Riley,Torres,riley.torres600@gmail.com,6583972111,Vancouver,BC,Canada,,Female,07-Feb-2023,Returning,Yes,1047.29,38
467,Michael,Torres,michael.torres438@icloud.com,5380191457,,OH,USA,39,Non-binary,"August 22, 2019",Churned,Yes,14426.09,70
468,Aaliyah,Adams,aaliyah.adams856@aol.com,3169040850,Seattle,WA,USA,34,Male,16-Apr-2019,VIP,Yes,22018.65,31
469,Brooklyn,Rogers,brooklyn.rogers430@icloud.com,(878) 267-6143,Philadelphia,PA,USA,49,Female,2020-11-14,Returning,No,10752.64,30
470,Daniel,Diaz,daniel.diaz85@gmail.com,000-000-0000,New York,NY,USA,23,Male,24-Sep-2023,At-Risk,Yes,24907.89,10
471,Michael,Perez,michael.perez503@gmail.com,+1-466-361-9435,Denver,CO,USA,39,Female,2020-04-03,Loyal,Yes,7659.97,83
472,Aiden,Flores,aiden.flores473@yahoo.com,+1-275-489-6451,Chicago,IL,USA,,Non-binary,"May 04, 2020",At-Risk,Yes,22389.74,83
473,benjamin,Miller,benjamin.miller259@hotmail.com,+1-963-924-7919,Vancouver,BC,Canada,28,Male,2023-11-13,Loyal,Yes,3704.19,17
474,Elizabeth,ROSS,elizabeth.ross10@aol.com,2906503386,El Paso,TX,USA,64,Male,12/27/2023,Loyal,Yes,24919.75,58
475,Eli,Rodriguez,eli.rodriguez952@hotmail.com,+1-867-239-4759,Berlin,BE,Germany,20,Female,2020-06-04,Loyal,Yes,10750.27,9
476,brooklyn,Torres,brooklyn.torres751@aol.com,+1-440-598-6383,Berlin,BE,Germany,39,Female,N/A,New,No,18275.41,21
477,Anthony,Clark,anthony.clark784@outlook.com,(359) 324-1054,Manchester,ENG,UK,71,Non-binary,2023-04-16,Returning,Yes,6957.51,10
478,Michael,Bailey,michael.bailey933@icloud.com,,Philadelphia,PA,USA,67,Female,2023-06-12,VIP,No,19336.58,8
479,Alice,Cook,alice.cook330@aol.com,4786217555,,IL,USA,53,Male,2019-06-24,Loyal,Yes,18147.59,43
480,Caroline,Green,caroline.green436@outlook.com,(340) 912-5231,San Antonio,TX,USA,37,male,"December 23, 2021",Churned,Yes,21737.62,67
481,Henry,King,henry.king127@yahoo.com,+1-929-762-9946,Melbourne,VIC,Australia,20,Male,"September 09, 2022",Returning,Yes,6726.2,6
482,James,WILSON,james.wilson829@outlook.com,(453) 283-6473,San Antonio,TX,USA,70,Non-binary,08/21/2021,Returning,1,21876.82,73
483,lincoln,Walker,lincoln.walker683@hotmail.com,+1-831-327-7884,London,ENG,UK,55,Female,N/A,Loyal,No,14505.1,85
484,ella,SULLIVAN,ella.sullivan405@yahoo.com,+1-549-411-8324,Seattle,WA,USA,44,Female,20-Aug-2022,At-Risk,Yes,21443.91,18
485,Caleb,Young,caleb.young448@gmail.com,(261) 966-8516,Milwaukee,WI,USA,48,FEMALE,"August 03, 2020",Churned,Yes,11233.58,35
486,Violet,Lewis,violet.lewis800@yahoo.com,+1-734-460-2619,Louisville,KY,USA,N/A,Female,"November 23, 2021",At-Risk,No,23284.29,78
487,Eli,COOK,eli.cook982@gmail.com,+1-635-457-5455,Birmingham,ENG,UK,48,Non-binary,03-Apr-2021,VIP,Yes,8922.02,30
488,Bella,Williams,bella.williams918@yahoo.com,(274) 305-9987,Chicago,IL,USA,35,Non-binary,"March 16, 2019",VIP,Yes,15294.35,11
489,Eli,Ortiz,eli.ortiz284@icloud.com,000-000-0000,New York,NY,USA,28,Male,"March 29, 2024",Loyal,y,4813.62,20
490,Jackson,Sanchez,jackson.sanchez678@hotmail.com,(575) 842-5908,,TX,USA,52,Female,08/28/2021,Returning,Yes,5294.63,19
491,Abigail,Wright,abigail.wright906@aol.com,9131864578,Melbourne,VIC,Australia,69,Male,07/25/2020,At-Risk,Yes,11621.71,11
492,William,Robinson,william.robinson878@gmail.com,+1-437-329-4940,Portland,OR,USA,53,Male,2023-10-24,VIP,Yes,8301.9,17
493,Jackson,Moore,jackson.moore652@gmail.com,N/A,Munich,BY,Germany,64,Male,2023-05-17,Loyal,No,14646.01,10
494,Isaac,REED,isaac.reed646@aol.com,+1-970-499-5273,Los Angeles,CA,USA,51,Male,"July 23, 2023",At-Risk,Yes,7852.84,60
495,cameron,Miller,cameron.miller252@hotmail.com,+1-441-622-3445,El Paso,TX,USA,41,Male,11-Apr-2020,Loyal,Yes,13813.58,5
496,Gabriel,Richardson,gabriel.richardson633@outlook.com,2277087771,Los Angeles,CA,USA,64,Male,2023-09-06,Loyal,No,12461.18,31
497,audrey,Gray,audrey.gray159@aol.com,+1-362-221-4976,Portland,OR,USA,37,Male,"September 25, 2019",New,Yes,23636.32,80
498,Landon,NGUYEN,landon.nguyen413@yahoo.com,+1-515-621-5584,Memphis,TN,USA,64,Male,2022-03-25,VIP,Yes,4461.37,35
499,Ellie,Davis,ellie.davis297@aol.com,(983) 563-4183,Denver,CO,USA,23,Male,03/19/2021,Loyal,No,21964.91,15
500,Skylar,Lopez,skylar.lopez222@yahoo.com,6106893220,Oklahoma City,OK,USA,64,Non-binary,"March 08, 2021",New,Yes,20508.72,3
